Mese,Id Equipaggio,Delta Median,Reschedule Ratio,Norm Delta,Norm Reschedule,Composite,KPI
2,8033,64.3,0.0,0.8497663551401868,1.0,0.9499221183800622,93.24
2,8034,131.1,0.0,0.6936915887850467,1.0,0.8978971962616823,86.21
2,8084,11.8,0.024390243902439025,0.9724299065420561,0.9268292682926829,0.9420294810424739,92.17
2,8305,44.7,0.05194805194805195,0.8955607476635514,0.8441558441558441,0.8612908119917466,81.26
2,8529,90.9,0.08433734939759036,0.7876168224299066,0.7469879518072289,0.7605309086814548,67.65
2,8564,67.8,0.03296703296703297,0.841588785046729,0.9010989010989011,0.881262195748177,83.96
2,8565,68.5,0.037383177570093455,0.8399532710280374,0.8878504672897196,0.8718847352024923,82.69
2,8659,81.6,0.06542056074766354,0.8093457943925233,0.8037383177570093,0.805607476635514,73.74
2,8667,109.2,0.02857142857142857,0.7448598130841122,0.9142857142857143,0.8578104138851802,80.79
2,8927,72.8,0.023809523809523808,0.8299065420560747,0.9285714285714286,0.8956831330663106,85.91
2,8928,111.5,0.06382978723404255,0.7394859813084113,0.8085106382978724,0.7855024193013854,71.02
2,8956,25.0,0.010101010101010102,0.9415887850467289,0.9696969696969696,0.960327574813556,94.64
2,8957,38.3,0.0660377358490566,0.9105140186915888,0.8018867924528302,0.8380958678657497,78.13
2,8965,46.1,0.061855670103092786,0.8922897196261682,0.8144329896907216,0.8403852330025371,78.44
2,8966,36.5,0.043478260869565216,0.9147196261682243,0.8695652173913042,0.884616686983611,84.41
2,8988,156.6,0.009523809523809525,0.6341121495327102,0.9714285714285713,0.858989764129951,80.95
2,8997,14.3,0.01680672268907563,0.966588785046729,0.9495798319327731,0.9552494829707584,93.95
2,9015,171.7,0.1,0.5988317757009346,0.7,0.6662772585669783,54.92
2,9016,210.9,0.0,0.5072429906542056,1.0,0.8357476635514018,77.81
2,9017,97.3,0.0,0.7726635514018692,1.0,0.9242211838006231,89.76
2,9018,55.4,0.0,0.8705607476635514,1.0,0.9568535825545171,94.17
2,9082,86.5,0.02,0.7978971962616822,0.94,0.892632398753894,85.5
2,9083,124.1,0.05,0.7100467289719625,0.85,0.8033489096573209,73.44
2,9084,142.6,0.04504504504504504,0.6668224299065421,0.8648648648648649,0.7988507198787573,72.83
2,9085,185.7,0.0,0.5661214953271029,1.0,0.8553738317757009,80.46
2,9086,218.3,0.012269938650306749,0.4899532710280374,0.9631901840490797,0.8054445463753991,73.72
2,9155,113.0,0.03571428571428571,0.735981308411215,0.8928571428571429,0.8405651980418336,78.46
2,9156,85.2,0.0,0.8009345794392524,1.0,0.9336448598130841,91.04
2,9157,93.7,0.0,0.7810747663551402,1.0,0.9270249221183801,90.14
3,1381,73.4,0.024691358024691357,0.8285046728971963,0.9259259259259259,0.8934521749163494,85.61
3,1464,39.7,0.027777777777777776,0.9072429906542057,0.9166666666666666,0.9135254413291797,88.32
3,1501,123.4,0.030303030303030304,0.7116822429906543,0.909090909090909,0.8432880203908241,78.83
3,2242,9.9,0.1271186440677966,0.9768691588785047,0.6186440677966102,0.738052431490575,64.61
3,2399,69.0,0.07692307692307693,0.8387850467289719,0.7692307692307692,0.7924155283968368,71.96
3,2529,100.6,0.0,0.7649532710280373,1.0,0.9216510903426792,89.42
3,2657,74.2,0.05128205128205128,0.8266355140186916,0.8461538461538461,0.839647735442128,78.34
3,2884,88.9,0.075,0.7922897196261682,0.7749999999999999,0.7807632398753893,70.38
3,2914,15.3,0.0,0.9642523364485981,1.0,0.9880841121495327,98.39
3,3433,39.5,0.04807692307692308,0.9077102803738317,0.8557692307692307,0.8730829139707643,82.86
3,3461,55.0,0.0,0.8714953271028038,1.0,0.9571651090342679,94.21
3,3590,97.4,0.04054054054054054,0.7724299065420561,0.8783783783783784,0.8430622210996044,78.8
3,3620,4.7,0.021739130434782608,0.9890186915887851,0.9347826086956522,0.952861302993363,93.63
3,3637,68.6,0.05434782608695652,0.8397196261682243,0.8369565217391304,0.8378775565488285,78.1
3,3671,127.8,0.0,0.7014018691588785,1.0,0.9004672897196262,86.55
3,3726,48.7,0.0,0.8862149532710281,1.0,0.9620716510903426,94.88
3,3911,127.0,0.030303030303030304,0.7032710280373832,0.909090909090909,0.840484282073067,78.45
3,3992,39.8,0.03614457831325301,0.9070093457943925,0.891566265060241,0.8967139586382916,86.05
3,4059,19.3,0.01098901098901099,0.9549065420560747,0.9670329670329669,0.9629908253740029,95.0
3,4094,65.8,0.012658227848101266,0.8462616822429906,0.9620253164556961,0.9234374383847943,89.66
3,4096,132.0,0.052083333333333336,0.6915887850467289,0.84375,0.7930295950155763,72.04
3,4144,141.3,0.038461538461538464,0.6698598130841121,0.8846153846153845,0.8130301941049605,74.74
3,4267,81.1,0.05952380952380952,0.8105140186915887,0.8214285714285714,0.8177903871829104,75.39
3,4271,104.5,0.041666666666666664,0.7558411214953271,0.8749999999999999,0.8352803738317756,77.75
3,4277,38.9,0.0,0.9091121495327104,1.0,0.9697040498442367,95.91
3,4680,147.1,0.011494252873563218,0.6563084112149532,0.9655172413793104,0.8624476313245246,81.42
3,4776,65.4,0.019417475728155338,0.847196261682243,0.941747572815534,0.9102304691044371,87.87
3,4848,41.9,0.16129032258064516,0.9021028037383179,0.5161290322580645,0.6447869560848157,52.02
3,4868,8.3,0.010416666666666666,0.980607476635514,0.9687499999999999,0.9727024922118379,96.31
3,4945,26.5,0.04411764705882353,0.9380841121495327,0.8676470588235293,0.8911260765988638,85.29
3,4973,123.1,0.07692307692307693,0.7123831775700934,0.7692307692307692,0.7502815720105438,66.27
3,5022,59.4,0.018518518518518517,0.861214953271028,0.9444444444444443,0.9167012807199721,88.75
3,5151,40.3,0.0,0.905841121495327,1.0,0.968613707165109,95.76
3,5154,69.3,0.05555555555555555,0.8380841121495327,0.8333333333333334,0.8349169262720665,77.7
3,5155,34.8,0.03,0.9186915887850468,0.91,0.9128971962616822,88.23
3,5507,71.0,0.012345679012345678,0.8341121495327103,0.9629629629629629,0.9200126918195454,89.19
3,5550,97.5,0.03529411764705882,0.772196261682243,0.8941176470588236,0.8534771852666301,80.21
3,5581,58.1,0.05084745762711865,0.8642523364485981,0.8474576271186439,0.8530558635619621,80.15
3,5788,53.3,0.1891891891891892,0.8754672897196262,0.43243243243243235,0.5801107181948304,43.28
3,5834,14.7,0.031578947368421054,0.9656542056074766,0.9052631578947369,0.9253935071323167,89.92
3,5868,18.6,0.010526315789473684,0.9565420560747663,0.968421052631579,0.9644613871126414,95.2
3,5940,1.0,0.0,0.9976635514018691,1.0,0.999221183800623,99.89
3,6006,53.2,0.009523809523809525,0.8757009345794393,0.9714285714285713,0.9395193591455274,91.83
3,6013,65.0,0.03773584905660377,0.8481308411214953,0.8867924528301887,0.873905248927291,82.97
3,6021,33.3,0.0,0.922196261682243,1.0,0.9740654205607477,96.5
3,6058,10.4,0.02,0.9757009345794393,0.94,0.9519003115264797,93.5
3,6061,66.4,0.02631578947368421,0.8448598130841122,0.9210526315789472,0.8956550254140022,85.9
3,6101,90.9,0.05217391304347826,0.7876168224299066,0.8434782608695652,0.824857781389679,76.34
3,6162,129.6,0.08653846153846154,0.6971962616822429,0.7403846153846154,0.7259884974838245,62.98
3,6488,57.8,0.0,0.8649532710280373,1.0,0.9549844236760126,93.92
3,6524,7.8,0.021739130434782608,0.9817757009345794,0.9347826086956522,0.9504469727752946,93.31
3,6550,16.5,0.03529411764705882,0.9614485981308412,0.8941176470588236,0.9165612974161628,88.73
3,6578,27.0,0.0,0.9369158878504673,1.0,0.9789719626168225,97.16
3,6579,33.6,0.0,0.9214953271028037,1.0,0.9738317757009346,96.47
3,6730,14.0,0.010309278350515464,0.9672897196261683,0.9690721649484535,0.9684780165076918,95.74
3,6733,20.5,0.08823529411764706,0.9521028037383178,0.7352941176470588,0.8075636796774786,74.0
3,6735,102.2,0.02666666666666667,0.7612149532710281,0.9199999999999999,0.8670716510903426,82.04
3,6769,146.8,0.02,0.6570093457943925,0.94,0.8456697819314641,79.15
3,6858,73.9,0.011904761904761904,0.8273364485981309,0.9642857142857142,0.9186359590565198,89.01
