"Id","Mese","Id Equipaggio","UPL","Classe","Valore medio della merce consegnata in un giro [€/giro]","# giorni lavorati nel mese","# clienti 
serviti nel mese","Delta (orario di fine montaggio EFFETTIVO - orario di fine montaggio CONCORDATO) [min]","# consegne ripianificate per problemi nel TRASPORTO","# consegne ripianificate per problemi nel MONTAGGIO di ""TIPO 1"" (camere, armadio e camerette)","# consegne ripianificate per problemi nel MONTAGGIO di ""TIPO 2"" (cucine e soggiorni)","# consegne ripianificate per problemi nel MONTAGGIO  di ""TIPO 3"" (arredo bagno, tavoli, sedie)","# consegne ripianificate per CAUSE LATO CLIENTE FINALE (assenza) e AZIENDA COMMITTENTE (es. pezzi mancanti)",""
"1019","9","4945","Milano Sud-Est","B ","69,058","22","76","16.9","1","0","1","0","2",""
"1020","9","4973","Milano Sud-Est","A ","66,122","24","68","-107.7","2","0","1","0","3",""
"1021","9","5151","Milano Sud-Est","A ","24,287","13","24","-33.8","0","2","1","0","2",""
"1022","9","5154","Milano Sud-Est","A ","70,292","26","84","-57.4","1","3","2","1","2",""
"1023","9","5155","Milano Sud-Est","B ","2,660","1","2","0.0","0","0","2","0","2",""
"1024","9","5507","Milano Sud-Est","B ","57,149","23","68","-40.8","5","0","4","0","3",""
"1025","9","5550","Milano Sud-Est","A ","58,660","23","58","-100.6","1","3","5","0","3",""
"1026","9","5581","Milano Sud-Est","B ","8,731","4","14","48.5","0","0","0","0","5",""
"1027","9","5788","Milano Sud-Est","A ","16,277","5","10","-21.8","0","0","2","0","3",""
"1028","9","5834","Milano Sud-Est","B ","49,265","21","58","28.0","2","1","2","0","3",""
"1029","9","5865","Milano Sud-Est","B ","51,509","25","87","47.4","4","0","0","0","2",""
"1030","9","5868","Milano Sud-Est","B ","55,704","25","66","90.4","1","0","2","0","2",""
"1031","9","5940","Milano Sud-Est","C","61,790","22","285","-4.3","4","0","0","0","3",""
"1032","9","6006","Milano Sud-Est","B ","60,242","22","69","-74.3","0","1","1","1","3",""
"1033","9","6013","Milano Sud-Est","A ","73,073","26","84","-54.9","3","1","1","0","2",""
"1034","9","6021","Milano Sud-Est","B ","38,961","14","42","72.2","4","0","2","0","2",""
"1035","9","6058","Milano Sud-Est","B ","72,947","26","77","84.6","2","0","1","0","3",""
"1036","9","6101","Milano Sud-Est","B ","65,816","26","82","-74.4","2","1","1","0","2",""
"1037","9","6112","Milano Sud-Est","B ","20,409","9","33","34.3","0","0","1","0","2",""
"1038","9","6162","Milano Sud-Est","A ","74,781","26","89","-180.9","2","0","5","0","3",""
"1039","9","6446","Milano Sud-Est","C","64,176","25","190","81.1","1","1","0","2","2",""
"1040","9","6488","Milano Sud-Est","A ","82,830","25","72","7.6","5","2","9","1","3",""
"1041","9","6524","Milano Sud-Est","B ","53,460","26","96","6.4","3","2","3","0","2",""
"1042","9","6527","Milano Sud-Est","C","12,324","5","20","82.4","0","0","3","0","3",""
"1043","9","6550","Milano Sud-Est","B ","72,442","26","91","3.0","4","4","1","0","2",""
"1044","9","6579","Milano Sud-Est","A ","58,323","26","64","-13.3","0","1","4","0","3",""
"1045","9","6729","Milano Sud-Est","C","6,338","4","10","146.2","0","0","0","0","5",""
"1046","9","6730","Milano Sud-Est","A ","63,645","22","72","-21.2","2","0","5","0","2",""
"1047","9","6733","Milano Sud-Est","A ","67,412","26","81","-20.0","1","0","5","0","3",""
"1048","9","6734","Milano Sud-Est","C","34,722","14","179","24.0","0","0","0","0","4",""
"1049","9","6735","Milano Sud-Est","B ","65,506","26","77","-85.2","3","2","0","1","3",""
"1050","9","6769","Milano Sud-Est","B ","83,829","26","76","-108.2","1","1","5","1","3",""
"1051","9","6858","Milano Sud-Est","A ","42,088","25","87","-18.8","0","0","1","0","2",""
"1052","9","7173","Milano Sud-Est","B ","64,082","26","85","-24.5","4","0","1","0","3",""
"1053","9","7308","Milano Sud-Est","A ","65,686","26","201","143.6","0","0","1","0","3",""
"1054","9","7345","Milano Sud-Est","B ","61,429","24","75","-34.8","1","1","1","0","3",""
"1055","9","7346","Milano Sud-Est","A ","3,094","1","4","125.0","0","0","0","0","4",""
"1056","9","7450","Milano Sud-Est","C","58,997","23","283","13.6","0","0","0","0","5",""
"1057","9","7485","Milano Sud-Est","B ","66,878","24","79","100.1","1","0","0","0","2",""
"1058","9","7489","Milano Sud-Est","B ","17,835","5","11","116.2","0","0","1","0","4",""
"1059","9","7490","Milano Sud-Est","B ","59,933","25","86","40.3","0","0","1","0","3",""
"1060","9","7542","Milano Sud-Est","A ","75,566","25","72","-132.8","3","1","2","1","3",""
"1061","9","7631","Milano Sud-Est","B ","69,002","26","81","-23.8","3","1","2","0","3",""
"1062","9","7635","Milano Sud-Est","B ","67,599","26","63","-86.7","1","3","1","0","2",""
"1063","9","7826","Milano Sud-Est","A ","37,866","17","41","-0.2","1","0","4","0","3",""
"1064","9","7961","Milano Sud-Est","B ","61,617","25","79","39.1","1","0","3","0","3",""
"1065","9","7974","Milano Sud-Est","B ","35,814","15","37","38.3","1","0","4","1","2",""
"1066","9","8004","Milano Sud-Est","B ","70,758","26","88","-0.8","3","4","1","1","4",""
"1067","9","8005","Milano Sud-Est","A ","65,338","22","83","-96.1","6","3","8","0","2",""
"1068","9","8013","Milano Sud-Est","A ","76,019","26","89","-29.2","1","0","3","0","2",""
"1069","9","8014","Milano Sud-Est","B ","39,476","15","39","104.5","1","3","0","2","2",""
"1070","9","8015","Milano Sud-Est","A ","69,639","26","96","-21.5","6","0","4","1","2",""
"1071","9","8019","Milano Sud-Est","B ","39,487","14","39","31.5","0","0","0","0","2",""
"1072","9","8033","Milano Sud-Est","B ","76,366","26","83","6.9","1","1","3","0","4",""
"1073","9","8034","Milano Sud-Est","B ","58,707","24","72","52.6","2","0","4","1","3",""
"1074","9","8084","Milano Sud-Est","B ","53,039","20","64","12.7","4","3","1","0","3",""
"1075","9","8305","Milano Sud-Est","B ","60,120","25","82","-17.2","1","0","1","0","2",""
"1076","9","8564","Milano Sud-Est","B ","71,222","26","85","-38.9","4","1","3","0","3",""
"1077","9","8565","Milano Sud-Est","B ","34,268","15","39","48.6","0","1","1","0","2",""
"1078","9","8566","Milano Sud-Est","B ","47,682","18","53","-14.8","0","2","0","0","2",""
"1079","9","8667","Milano Sud-Est","A ","49,926","21","57","-99.5","0","9","1","0","2",""
"1080","9","8927","Milano Sud-Est","B ","48,028","21","55","-10.5","1","0","0","0","2",""
"1081","9","8956","Milano Sud-Est","B ","16,445","8","23","59.9","0","0","0","0","2",""
"1082","9","8957","Milano Sud-Est","B ","50,387","26","89","74.3","0","2","1","0","2",""
"1083","9","8965","Milano Sud-Est","B ","53,093","23","75","-84.8","4","5","8","1","2",""
"1084","9","8988","Milano Sud-Est","B ","62,875","23","80","68.3","10","0","3","3","3",""
"1085","9","8997","Milano Sud-Est","B ","59,827","25","82","10.2","1","1","1","0","4",""
"1086","9","9015","Milano Sud-Est","B ","70,885","26","68","42.9","2","3","1","0","3",""
"1087","9","9017","Milano Sud-Est","A ","48,097","20","135","112.8","2","0","0","0","2",""
"1088","9","9018","Milano Sud-Est","A ","68,365","26","204","63.0","0","0","0","0","5",""
"1089","9","9082","Milano Sud-Est","B ","61,835","25","74","8.4","0","2","2","1","2",""
"1090","9","9083","Milano Sud-Est","B ","56,934","24","75","110.3","1","0","2","0","3",""
"1091","9","9086","Milano Sud-Est","B ","64,282","24","184","104.8","0","0","0","1","3",""
"1092","9","9155","Milano Sud-Est","B ","4,844","3","15","66.7","0","0","0","0","5",""
"1093","9","9156","Milano Sud-Est","B ","56,034","24","83","20.6","0","1","1","0","2",""
"1094","9","9157","Milano Sud-Est","B ","18,669","8","46","140.1","0","0","0","0","5",""
"1095","9","9210","Milano Sud-Est","B ","60,626","26","86","121.7","2","1","3","0","2",""
"1096","9","9211","Milano Sud-Est","B ","45,740","20","61","51.9","1","0","3","0","4",""
"1097","9","9284","Milano Sud-Est","C","50,616","22","73","24.2","1","0","0","0","2",""
"1098","9","9286","Milano Sud-Est","C","18,341","8","46","126.1","0","1","0","0","3",""
"1099","9","9287","Milano Sud-Est","C","2,628","1","4","-33.0","0","0","0","0","5",""
"1100","9","9288","Milano Sud-Est","C","51,532","22","72","52.4","1","0","1","0","3",""
"1101","9","9327","Milano Sud-Est","B ","54,716","24","76","87.5","3","2","2","0","3",""
"1102","9","9328","Milano Sud-Est","B ","47,097","19","53","92.4","4","2","4","0","3",""
"1103","9","9368","Milano Sud-Est","B ","6,019","3","11","92.7","0","0","0","0","2",""
"1104","9","9369","Milano Sud-Est","B ","19,974","7","22","88.9","1","0","1","0","3",""
"1105","9","9404","Milano Sud-Est","B ","51,590","25","84","-33.2","0","1","1","0","3",""
"1106","9","9405","Milano Sud-Est","A ","11,758","5","30","169.4","0","0","0","0","5",""
"1107","9","9454","Milano Sud-Est","B ","74,608","26","87","65.0","2","4","7","1","2",""
"1108","9","9455","Milano Sud-Est","B ","49,362","21","71","115.1","7","7","0","0","2",""
"1109","9","9456","Milano Sud-Est","B ","43,507","18","58","177.2","0","1","1","0","2",""
"1110","9","9457","Milano Sud-Est","B ","58,185","25","69","-3.2","2","0","2","0","3",""
"1111","9","9458","Milano Sud-Est","B ","49,900","21","65","67.0","2","1","0","0","2",""
"1112","9","9459","Milano Sud-Est","B ","46,993","23","76","195.7","3","4","1","0","3",""
"1113","9","9494","Milano Sud-Est","A ","58,036","23","174","165.8","0","0","2","0","2",""
"1114","9","9495","Milano Sud-Est","A ","46,534","19","130","113.9","0","0","0","0","2",""
"1115","9","9496","Milano Sud-Est","A ","53,246","25","82","62.4","1","1","0","1","2",""
"1116","9","9497","Milano Sud-Est","A ","7,128","3","9","305.3","0","2","1","0","2",""
"1117","9","9524","Milano Sud-Est","B ","46,334","21","75","51.9","1","2","1","2","2",""
"1118","9","9525","Milano Sud-Est","B ","17,650","8","24","121.6","1","4","0","0","3",""
"1119","9","9553","Milano Sud-Est","C","49,527","23","148","109.1","1","0","1","1","2",""
"1120","9","9586","Milano Sud-Est","B ","23,874","12","38","16.2","0","0","0","0","2",""
"1121","9","9587","Milano Sud-Est","B ","6,140","3","6","-4.3","0","0","0","0","5",""
"1122","9","9588","Milano Sud-Est","B ","14,144","5","13","82.8","0","1","0","0","2",""
"1123","9","9589","Milano Sud-Est","B ","19,224","7","33","128.3","6","1","2","0","2",""
"1124","10","1381","Milano Sud-Est","A ","37,833","20","58","0.6","1","0","0","0","4",""
"1125","10","1464","Milano Sud-Est","A ","45,753","26","71","0.6","3","0","2","0","3",""
"1126","10","2529","Milano Sud-Est","A ","16,656","5","16","0.6","0","0","0","0","5",""
"1127","10","2657","Milano Sud-Est","A ","61,368","24","78","0.6","0","0","2","0","3",""
"1128","10","2884","Milano Sud-Est","A ","39,372","24","70","0.6","0","0","3","0","3",""
"1129","10","3433","Milano Sud-Est","A ","60,330","23","70","0.7","0","1","4","0","2",""
"1130","10","3461","Milano Sud-Est","A ","12,733","8","16","0.6","0","0","0","0","2",""
"1131","10","3590","Milano Sud-Est","A ","49,100","19","54","0.6","0","0","6","0","2",""
"1132","10","3620","Milano Sud-Est","A ","14,517","10","17","0.6","1","0","1","0","4",""
"1133","10","3992","Milano Sud-Est","A ","85,590","25","69","0.6","2","1","7","0","2",""
"1134","10","4038","Milano Sud-Est","B ","57,012","24","59","0.7","5","5","3","1","2",""
"1135","10","4096","Milano Sud-Est","A ","74,129","25","73","0.6","3","0","8","1","4",""
"1136","10","4144","Milano Sud-Est","A ","68,351","24","73","0.6","5","1","3","0","3",""
"1137","10","4267","Milano Sud-Est","A ","75,053","26","71","0.6","1","4","7","0","3",""
"1138","10","4271","Milano Sud-Est","A ","57,505","24","89","0.6","5","1","7","0","2",""
"1139","10","4680","Milano Sud-Est","A ","56,769","23","74","0.6","0","1","1","0","4",""
"1140","10","4776","Milano Sud-Est","A ","34,845","17","38","0.6","0","0","1","0","3",""
"1141","10","4848","Milano Sud-Est","A ","56,497","23","67","0.6","2","0","4","0","2",""
"1142","10","4868","Milano Sud-Est","B ","9,075","3","11","0.7","0","0","0","0","5",""
"1143","10","4945","Milano Sud-Est","B ","67,784","25","84","0.7","4","1","2","0","2",""
"1144","10","4973","Milano Sud-Est","A ","80,885","26","85","0.6","4","0","2","0","3",""
"1145","10","5022","Milano Sud-Est","B ","55,536","24","82","0.6","1","2","1","0","2",""
"1146","10","5151","Milano Sud-Est","A ","4,173","2","9","0.7","0","0","0","0","5",""
"1147","10","5154","Milano Sud-Est","A ","83,238","26","73","0.7","1","4","4","0","3",""
"1148","10","5198","Milano Sud-Est","B ","55,592","22","73","0.7","7","1","5","1","2",""
"1149","10","5507","Milano Sud-Est","B ","55,901","25","75","0.6","1","0","2","0","2",""
"1150","10","5550","Milano Sud-Est","A ","40,596","16","54","0.6","3","0","0","0","3",""
"1151","10","5788","Milano Sud-Est","A ","54,056","16","27","0.6","9","0","2","0","3",""
"1152","10","5834","Milano Sud-Est","B ","53,270","19","54","0.7","4","1","3","0","2",""
"1153","10","5865","Milano Sud-Est","B ","58,030","23","79","0.7","1","5","3","0","2",""
"1154","10","5868","Milano Sud-Est","B ","48,602","24","75","0.7","4","4","1","0","2",""
"1155","10","5940","Milano Sud-Est","C","52,181","20","231","0.6","2","0","0","0","3",""
"1156","10","6006","Milano Sud-Est","B ","72,050","26","87","0.6","0","1","3","0","3",""
"1157","10","6013","Milano Sud-Est","A ","63,769","24","87","0.6","2","0","2","0","3",""
"1158","10","6058","Milano Sud-Est","B ","69,021","26","96","0.7","0","1","2","0","4",""
"1159","10","6101","Milano Sud-Est","B ","75,139","26","86","0.6","1","1","3","0","3",""
"1160","10","6112","Milano Sud-Est","B ","65,661","26","92","0.7","0","1","1","0","3",""
"1161","10","6162","Milano Sud-Est","A ","65,103","26","105","0.6","2","0","0","0","3",""
"1162","10","6446","Milano Sud-Est","C","61,949","24","151","0.7","0","1","0","0","2",""
"1163","10","6488","Milano Sud-Est","A ","63,854","23","71","0.7","2","4","3","1","2",""
"1164","10","6524","Milano Sud-Est","B ","34,198","23","63","0.6","1","0","3","0","2",""
"1165","10","6527","Milano Sud-Est","C","51,387","25","73","0.7","5","10","1","0","2",""
"1166","10","6550","Milano Sud-Est","B ","63,996","21","71","0.7","1","1","1","0","3",""
"1167","10","6579","Milano Sud-Est","A ","61,614","23","74","0.6","0","2","2","1","2",""
"1168","10","6729","Milano Sud-Est","B ","58,525","25","95","0.7","3","3","3","1","3",""
"1169","10","6730","Milano Sud-Est","A ","55,439","22","67","0.7","0","1","4","0","3",""
"1170","10","6733","Milano Sud-Est","A ","65,613","23","75","0.6","2","0","3","1","4",""
"1171","10","6734","Milano Sud-Est","C","58,013","23","284","0.6","0","0","0","0","5",""
"1172","10","6735","Milano Sud-Est","B ","58,927","23","65","0.6","3","0","2","1","4",""
"1173","10","6769","Milano Sud-Est","B ","58,694","23","87","0.6","1","2","0","0","2",""
"1174","10","6858","Milano Sud-Est","A ","52,910","25","75","0.6","1","1","2","0","3",""
"1175","10","7173","Milano Sud-Est","B ","51,752","23","81","0.6","0","0","2","0","3",""
"1176","10","7308","Milano Sud-Est","A ","64,639","26","195","0.7","0","0","1","0","2",""
"1177","10","7345","Milano Sud-Est","B ","66,126","24","65","0.6","0","0","1","0","2",""
"1178","10","7346","Milano Sud-Est","A ","73,382","23","64","0.7","12","0","4","0","2",""
"1179","10","7384","Milano Sud-Est","B ","59,111","24","63","0.7","2","3","2","2","4",""
"1180","10","7450","Milano Sud-Est","C","70,436","26","328","0.6","0","0","0","0","5",""
"1181","10","7485","Milano Sud-Est","B ","42,024","17","54","0.7","8","1","0","0","2",""
"1182","10","7488","Milano Sud-Est","B ","62,906","25","90","0.6","3","2","0","0","3",""
"1183","10","7489","Milano Sud-Est","B ","5,760","2","7","0.7","0","0","0","0","5",""
"1184","10","7490","Milano Sud-Est","B ","41,476","13","31","0.7","5","4","1","0","2",""
"1185","10","7542","Milano Sud-Est","A ","82,972","25","88","0.6","5","3","1","0","2",""
"1186","10","7631","Milano Sud-Est","B ","68,296","26","91","0.6","0","1","0","0","2",""
"1187","10","7635","Milano Sud-Est","B ","53,192","23","81","0.6","16","0","0","1","2",""
"1188","10","7826","Milano Sud-Est","A ","71,584","24","39","0.7","0","0","0","0","5",""
"1189","10","7961","Milano Sud-Est","B ","65,583","25","93","0.7","0","1","0","0","4",""
"1190","10","7974","Milano Sud-Est","B ","56,705","24","79","0.7","1","2","2","0","3",""
"1191","10","8004","Milano Sud-Est","B ","57,928","26","75","0.6","1","1","1","0","3",""
"1192","10","8005","Milano Sud-Est","A ","78,469","26","80","0.6","0","2","7","0","3",""
"1193","10","8013","Milano Sud-Est","A ","78,624","26","70","0.6","1","1","6","1","2",""
"1194","10","8014","Milano Sud-Est","B ","11,892","6","24","0.7","0","0","1","0","2",""
"1195","10","8015","Milano Sud-Est","A ","71,634","25","67","0.7","0","1","1","0","2",""
"1196","10","8019","Milano Sud-Est","B ","46,588","15","37","0.6","0","0","1","0","4",""
"1197","10","8033","Milano Sud-Est","B ","68,148","26","95","0.7","3","0","1","0","3",""
"1198","10","8034","Milano Sud-Est","B ","29,663","11","36","0.7","2","2","1","0","2",""
"1199","10","8084","Milano Sud-Est","B ","58,164","25","74","0.6","0","2","0","1","3",""
"1200","10","8283","Milano Sud-Est","B ","25,799","12","49","0.7","1","2","1","0","2",""
"1201","10","8305","Milano Sud-Est","B ","70,298","26","88","0.7","1","2","6","0","3",""
"1202","10","8564","Milano Sud-Est","B ","67,168","26","72","0.6","5","0","0","0","2",""
"1203","10","8565","Milano Sud-Est","B ","57,009","24","63","0.7","0","0","3","0","3",""
"1204","10","8566","Milano Sud-Est","B ","58,552","23","71","0.6","0","0","4","0","2",""
"1205","10","8667","Milano Sud-Est","A ","51,586","18","59","0.6","6","1","2","1","3",""
"1206","10","8927","Milano Sud-Est","B ","60,375","23","70","0.6","4","1","2","0","4",""
"1207","10","8956","Milano Sud-Est","B ","22,344","14","53","0.6","0","0","0","0","5",""
"1208","10","8957","Milano Sud-Est","B ","54,988","21","57","0.7","6","3","1","1","3",""
"1209","10","8965","Milano Sud-Est","B ","68,904","24","70","0.6","8","6","4","2","3",""
"1210","10","8988","Milano Sud-Est","B ","62,283","26","82","0.7","2","4","5","0","2",""
"1211","10","8997","Milano Sud-Est","B ","63,649","22","64","0.7","0","1","2","0","3",""
"1212","10","9015","Milano Sud-Est","B ","59,777","25","80","0.7","1","1","1","0","2",""
"1213","10","9017","Milano Sud-Est","A ","64,367","24","182","0.7","0","1","0","0","3",""
"1214","10","9018","Milano Sud-Est","A ","66,086","25","181","0.7","2","2","2","0","2",""
"1215","10","9082","Milano Sud-Est","B ","63,332","25","78","0.7","2","2","1","1","3",""
"1216","10","9083","Milano Sud-Est","B ","68,583","24","76","0.7","4","2","1","0","3",""
"1217","10","9084","Milano Sud-Est","B ","46,665","23","79","0.7","9","3","0","0","3",""
"1218","10","9086","Milano Sud-Est","B ","69,741","26","199","0.7","1","1","1","1","3",""
"1219","10","9155","Milano Sud-Est","B ","37,434","15","51","0.7","3","4","0","0","2",""
"1220","10","9156","Milano Sud-Est","B ","58,917","25","74","0.7","1","2","2","0","2",""
"1221","10","9157","Milano Sud-Est","B ","43,120","23","71","0.7","4","2","3","0","2",""
"1222","10","9210","Milano Sud-Est","B ","66,182","25","75","0.7","1","1","1","0","3",""
"1223","10","9211","Milano Sud-Est","B ","59,244","25","73","0.7","4","4","1","0","4",""
"1224","10","9284","Milano Sud-Est","C","24,484","12","35","0.6","0","0","0","1","2",""
"1225","10","9288","Milano Sud-Est","C","47,315","19","61","0.7","0","4","2","0","2",""
"1226","10","9325","Milano Sud-Est","B ","62,011","26","93","0.7","4","6","3","0","2",""
"1227","10","9327","Milano Sud-Est","B ","47,808","23","75","0.7","7","4","4","0","3",""
"1228","10","9368","Milano Sud-Est","B ","52,854","25","81","0.8","3","7","1","0","2",""
"1229","10","9404","Milano Sud-Est","B ","71,049","26","79","0.6","1","2","1","1","2",""
"1230","10","9405","Milano Sud-Est","A ","52,930","22","105","0.7","3","3","0","0","3",""
"1231","10","9454","Milano Sud-Est","B ","44,368","24","84","0.7","1","0","0","0","3",""
"1232","10","9455","Milano Sud-Est","B ","55,202","26","86","0.7","5","2","1","0","3",""
"1233","10","9456","Milano Sud-Est","B ","43,534","19","76","0.7","1","4","0","1","3",""
"1234","10","9457","Milano Sud-Est","B ","55,700","23","73","0.7","1","1","0","0","2",""
"1235","10","9458","Milano Sud-Est","B ","28,749","12","44","0.7","1","0","1","0","4",""
"1236","10","9459","Milano Sud-Est","B ","45,769","20","60","0.8","6","0","1","0","4",""
"1237","10","9494","Milano Sud-Est","A ","56,224","23","161","0.7","0","2","0","0","4",""
"1238","10","9495","Milano Sud-Est","A ","60,304","25","152","0.7","0","0","1","1","4",""
"1239","10","9496","Milano Sud-Est","A ","26,097","10","32","0.7","1","0","0","0","2",""
"1240","10","9497","Milano Sud-Est","A ","57,183","26","73","0.7","7","3","0","0","4",""
"1241","10","9524","Milano Sud-Est","B ","56,588","25","81","0.7","3","7","4","0","4",""
"1242","10","9553","Milano Sud-Est","C","60,403","24","145","0.7","0","0","2","0","2",""
"1243","10","9586","Milano Sud-Est","B ","49,189","23","69","0.6","5","0","2","0","3",""
"1244","10","9587","Milano Sud-Est","B ","47,409","20","65","0.7","0","0","0","0","4",""
"1245","10","9588","Milano Sud-Est","B ","49,374","23","77","0.7","1","0","0","0","3",""
"1246","10","9589","Milano Sud-Est","B ","28,398","13","37","0.8","5","3","5","2","2",""
"1247","10","9624","Milano Sud-Est","B ","60,051","25","85","0.7","3","3","4","0","3",""
"1248","10","9649","Milano Sud-Est","B ","25,029","13","48","0.7","0","1","4","0","3",""
"1249","10","9650","Milano Sud-Est","B ","23,654","9","26","0.7","0","1","0","0","4",""
"1250","10","9651","Milano Sud-Est","B ","30,291","14","39","0.8","0","0","0","0","5",""
"1251","10","9706","Milano Sud-Est","A ","5,814","2","13","0.8","0","0","0","0","5",""
"1252","10","9707","Milano Sud-Est","A ","5,128","2","11","0.7","0","0","0","0","5",""
"1253","10","9708","Milano Sud-Est","A ","5,031","2","14","0.8","0","0","0","0","5",""
"1254","11","1464","Milano Sud-Est","A ","56,466","25","73","-48.8","1","0","1","0","4",""
"1255","11","2529","Milano Sud-Est","A ","45,124","15","49","-68.5","0","0","0","0","5",""
"1256","11","2657","Milano Sud-Est","A ","69,528","23","70","-74.9","2","0","5","0","3",""
"1257","11","2884","Milano Sud-Est","A ","45,040","24","74","-77.4","2","0","1","0","3",""
"1258","11","3433","Milano Sud-Est","A ","67,753","23","85","102.9","2","0","2","0","3",""
"1259","11","3461","Milano Sud-Est","A ","6,197","6","9","-47.7","0","0","1","0","3",""
"1260","11","3590","Milano Sud-Est","A ","58,051","23","82","-84.6","0","0","1","0","2",""
"1261","11","3911","Milano Sud-Est","A ","7,390","4","11","-31.8","0","0","0","0","5",""
"1262","11","3992","Milano Sud-Est","A ","71,627","22","58","-63.3","4","0","1","0","2",""
"1263","11","4038","Milano Sud-Est","B ","46,281","25","79","39.6","3","2","2","0","2",""
"1264","11","4094","Milano Sud-Est","A ","3,436","1","1","0.0","0","0","0","0","5",""
"1265","11","4144","Milano Sud-Est","A ","92,469","24","64","-123.6","3","3","1","0","3",""
"1266","11","4267","Milano Sud-Est","A ","56,831","22","77","-49.1","2","0","2","0","4",""
"1267","11","4271","Milano Sud-Est","A ","64,946","20","58","-83.2","7","0","15","0","3",""
"1268","11","4680","Milano Sud-Est","A ","55,814","24","85","-91.2","0","0","1","0","2",""
"1269","11","4776","Milano Sud-Est","A ","41,506","14","31","-68.3","1","0","1","0","2",""
"1270","11","4848","Milano Sud-Est","A ","42,208","23","74","-41.3","3","1","0","0","3",""
"1271","11","4868","Milano Sud-Est","B ","17,285","8","22","7.4","0","0","0","0","4",""
"1272","11","4945","Milano Sud-Est","B ","83,267","22","72","-0.4","4","0","11","1","3",""
"1273","11","4973","Milano Sud-Est","A ","63,193","23","75","-118.4","2","1","3","0","3",""
"1274","11","5022","Milano Sud-Est","B ","57,800","23","80","-71.2","10","5","2","0","2",""
"1275","11","5151","Milano Sud-Est","A ","48,961","22","53","-8.3","3","1","0","0","2",""
"1276","11","5154","Milano Sud-Est","A ","89,396","24","58","-35.3","4","0","5","0","3",""
"1277","11","5198","Milano Sud-Est","B ","52,719","25","89","34.5","8","3","2","0","3",""
"1278","11","5507","Milano Sud-Est","B ","45,145","19","69","-11.1","2","1","1","0","2",""
"1279","11","5550","Milano Sud-Est","A ","25,694","7","24","-50.5","0","0","0","0","5",""
"1280","11","5788","Milano Sud-Est","A ","28,150","11","24","-54.9","0","0","1","0","3",""
"1281","11","5834","Milano Sud-Est","B ","56,636","22","62","98.9","2","0","2","0","3",""
"1282","11","5865","Milano Sud-Est","B ","55,629","21","74","109.1","3","1","2","0","3",""
"1283","11","5868","Milano Sud-Est","B ","53,631","20","73","24.6","3","1","1","0","2",""
"1284","11","5940","Milano Sud-Est","C","48,732","18","203","5.4","3","0","0","0","2",""
"1285","11","6006","Milano Sud-Est","B ","67,076","25","76","-68.0","0","0","0","0","2",""
"1286","11","6013","Milano Sud-Est","A ","79,328","25","66","-35.4","0","1","3","0","2",""
"1287","11","6021","Milano Sud-Est","B ","28,643","10","34","33.8","1","1","0","0","3",""
"1288","11","6058","Milano Sud-Est","B ","59,888","25","92","50.9","0","2","1","0","3",""
"1289","11","6101","Milano Sud-Est","B ","57,593","25","89","-77.6","0","2","2","1","2",""
"1290","11","6112","Milano Sud-Est","B ","46,569","21","66","0.7","2","0","0","0","3",""
"1291","11","6162","Milano Sud-Est","A ","76,244","25","86","-167.4","3","3","8","0","2",""
"1292","11","6446","Milano Sud-Est","C","56,042","25","88","100.5","4","2","2","0","2",""
"1293","11","6488","Milano Sud-Est","A ","52,520","19","55","86.3","1","0","4","0","3",""
"1294","11","6524","Milano Sud-Est","B ","56,171","25","83","21.8","1","0","3","2","2",""
"1295","11","6550","Milano Sud-Est","B ","64,648","24","80","-1.3","0","3","2","2","3",""
"1296","11","6729","Milano Sud-Est","B ","58,717","24","84","61.6","0","4","6","0","2",""
"1297","11","6730","Milano Sud-Est","A ","61,787","20","64","56.6","1","7","5","0","3",""
"1298","11","6733","Milano Sud-Est","A ","55,485","18","62","-59.9","2","1","0","0","2",""
"1299","11","6734","Milano Sud-Est","C","64,612","24","301","41.5","0","0","0","0","5",""
"1300","11","6735","Milano Sud-Est","B ","67,209","25","89","-103.6","3","1","0","1","3",""
"1301","11","6769","Milano Sud-Est","B ","45,963","23","84","-77.2","1","0","3","0","3",""
"1302","11","6858","Milano Sud-Est","A ","43,514","23","81","-67.9","0","0","1","0","3",""
"1303","11","7308","Milano Sud-Est","A ","73,090","25","192","134.1","0","0","1","0","2",""
"1304","11","7345","Milano Sud-Est","B ","63,189","25","86","-39.4","1","1","3","0","2",""
"1305","11","7384","Milano Sud-Est","B ","56,851","25","78","-4.2","2","1","5","0","3",""
"1306","11","7450","Milano Sud-Est","C","55,021","23","255","62.7","0","0","0","0","5",""
"1307","11","7485","Milano Sud-Est","B ","57,710","22","71","103.9","2","1","1","0","3",""
"1308","11","7488","Milano Sud-Est","B ","70,336","25","79","-48.5","4","2","2","0","2",""
"1309","11","7489","Milano Sud-Est","B ","61,508","24","73","41.4","0","0","1","0","2",""
"1310","11","7542","Milano Sud-Est","A ","89,801","25","76","-114.4","0","0","3","0","4",""
"1311","11","7631","Milano Sud-Est","A ","70,934","25","68","-65.3","0","1","5","0","2",""
"1312","11","7635","Milano Sud-Est","B ","60,652","24","71","-78.4","0","2","3","0","3",""
"1313","11","7961","Milano Sud-Est","B ","59,217","24","75","-8.6","2","1","4","0","3",""
