"Id","Mese","Id Equipaggio","UPL","Classe","Valore medio della merce consegnata in un giro [€/giro]","# giorni lavorati nel mese","# clienti 
serviti nel mese","Delta (orario di fine montaggio EFFETTIVO - orario di fine montaggio CONCORDATO) [min]","# consegne ripianificate per problemi nel TRASPORTO","# consegne ripianificate per problemi nel MONTAGGIO di ""TIPO 1"" (camere, armadio e camerette)","# consegne ripianificate per problemi nel MONTAGGIO di ""TIPO 2"" (cucine e soggiorni)","# consegne ripianificate per problemi nel MONTAGGIO  di ""TIPO 3"" (arredo bagno, tavoli, sedie)","# consegne ripianificate per CAUSE LATO CLIENTE FINALE (assenza) e AZIENDA COMMITTENTE (es. pezzi mancanti)",""
"1","1","1381","Milano Sud-Est","A ","42,609","24","71","-60.5","0","0","2","0","3",""
"2","1","1464","Milano Sud-Est","A ","29,313","17","55","-29.0","0","0","0","0","5",""
"3","1","1501","Milano Sud-Est","A ","12,483","8","14","-62.6","1","0","0","0","3",""
"4","1","2007","Milano Sud-Est","A ","25,477","15","31","-153.0","0","0","1","0","2",""
"5","1","2242","Milano Sud-Est","B ","71,950","25","97","92.5","8","2","2","1","3",""
"6","1","2399","Milano Sud-Est","A ","22,101","13","32","-109.1","0","1","1","0","3",""
"7","1","2529","Milano Sud-Est","A ","39,632","12","40","-120.3","1","0","8","0","3",""
"8","1","2657","Milano Sud-Est","A ","23,551","15","68","-49.6","1","0","1","0","2",""
"9","1","2884","Milano Sud-Est","A ","38,218","23","70","-94.5","3","0","0","0","3",""
"10","1","2914","Milano Sud-Est","A ","15,334","4","22","13.0","0","1","0","0","2",""
"11","1","2971","Milano Sud-Est","A ","7,044","2","8","255.5","0","1","0","0","3",""
"12","1","3433","Milano Sud-Est","A ","47,870","22","79","54.8","4","0","2","0","3",""
"13","1","3457","Milano Sud-Est","A ","18,891","5","25","140.8","2","0","0","0","2",""
"14","1","3461","Milano Sud-Est","A ","21,812","13","25","-78.2","1","1","1","0","2",""
"15","1","3590","Milano Sud-Est","A ","62,020","25","96","-95.4","1","0","2","0","3",""
"16","1","3620","Milano Sud-Est","A ","20,037","16","40","25.2","2","0","4","0","2",""
"17","1","3637","Milano Sud-Est","A ","35,696","20","77","-83.6","0","1","0","0","4",""
"18","1","3671","Milano Sud-Est","A ","53,862","24","93","-40.3","3","0","2","0","3",""
"19","1","3726","Milano Sud-Est","A ","19,706","13","33","-81.8","1","0","1","0","3",""
"20","1","3911","Milano Sud-Est","A ","34,937","14","47","-106.8","2","0","2","0","2",""
"21","1","3992","Milano Sud-Est","A ","48,931","18","62","-73.9","1","0","3","0","3",""
"22","1","4059","Milano Sud-Est","B ","42,077","17","63","-103.4","0","0","0","0","5",""
"23","1","4094","Milano Sud-Est","A ","52,037","20","56","-71.0","1","1","2","0","2",""
"24","1","4096","Milano Sud-Est","A ","32,292","15","68","-77.1","1","0","0","0","2",""
"25","1","4144","Milano Sud-Est","A ","57,952","24","105","-74.4","4","0","1","0","2",""
"26","1","4267","Milano Sud-Est","A ","21,043","12","43","-137.7","2","0","2","0","3",""
"27","1","4271","Milano Sud-Est","A ","58,339","23","92","-91.7","2","0","5","1","2",""
"28","1","4277","Milano Sud-Est","A ","51,641","21","90","41.8","4","0","4","0","3",""
"29","1","4680","Milano Sud-Est","A ","64,581","25","95","-126.3","1","1","5","0","3",""
"30","1","4776","Milano Sud-Est","A ","68,432","25","101","-85.0","0","0","1","0","2",""
"31","1","4848","Milano Sud-Est","A ","21,763","11","24","-26.5","0","0","0","0","5",""
"32","1","4868","Milano Sud-Est","B ","58,698","22","76","-34.9","1","2","0","0","2",""
"33","1","4945","Milano Sud-Est","B ","69,685","20","100","-23.4","2","0","1","0","2",""
"34","1","4973","Milano Sud-Est","A ","60,879","25","109","-84.5","2","1","2","0","3",""
"35","1","5022","Milano Sud-Est","B ","31,648","21","59","-89.3","5","5","4","0","4",""
"36","1","5151","Milano Sud-Est","A ","22,757","12","30","-22.8","0","0","1","0","2",""
"37","1","5154","Milano Sud-Est","A ","62,806","24","96","-35.2","6","0","2","0","3",""
"38","1","5507","Milano Sud-Est","B ","59,046","23","112","-50.6","2","3","1","0","3",""
"39","1","5550","Milano Sud-Est","A ","30,121","14","45","-135.1","1","1","1","0","2",""
"40","1","5581","Milano Sud-Est","B ","60,394","23","78","-61.9","2","0","5","0","3",""
"41","1","5643","Milano Sud-Est","B ","72,299","21","79","-18.2","0","0","3","0","2",""
"42","1","5690","Milano Sud-Est","A ","46,321","15","136","149.9","0","0","0","0","2",""
"43","1","5788","Milano Sud-Est","A ","27,877","13","22","-13.7","1","0","1","1","3",""
"44","1","5834","Milano Sud-Est","B ","4,478","1","2","168.0","0","0","0","0","5",""
"45","1","5868","Milano Sud-Est","B ","44,985","15","73","168.4","2","1","2","1","2",""
"46","1","5940","Milano Sud-Est","C","15,888","8","83","-16.5","1","0","1","0","2",""
"47","1","6006","Milano Sud-Est","B ","63,064","22","81","-101.8","1","3","1","0","3",""
"48","1","6013","Milano Sud-Est","A ","41,510","25","91","-30.9","6","2","5","0","3",""
"49","1","6021","Milano Sud-Est","B ","55,199","18","84","73.4","1","6","1","0","3",""
"50","1","6058","Milano Sud-Est","B ","69,617","25","92","10.3","0","1","0","0","2",""
"51","1","6061","Milano Sud-Est","B ","42,445","14","54","-22.1","1","0","2","0","2",""
"52","1","6101","Milano Sud-Est","B ","73,164","23","110","-69.5","6","0","4","0","2",""
"53","1","6162","Milano Sud-Est","A ","47,754","24","102","-138.5","1","6","1","0","2",""
"54","1","6437","Milano Sud-Est","A ","0","0","","","0","0","0","0","5",""
"55","1","6487","Milano Sud-Est","B ","24,997","8","34","-104.2","2","0","0","0","2",""
"56","1","6488","Milano Sud-Est","A ","59,390","25","93","58.2","4","1","5","0","4",""
"57","1","6524","Milano Sud-Est","B ","68,839","25","89","9.5","8","3","4","0","4",""
"58","1","6550","Milano Sud-Est","B ","65,566","24","90","28.7","0","0","3","0","2",""
"59","1","6578","Milano Sud-Est","A ","11,451","8","28","43.0","2","0","1","0","3",""
"60","1","6579","Milano Sud-Est","A ","62,662","25","99","10.3","7","2","4","0","2",""
"61","1","6730","Milano Sud-Est","B ","64,119","23","95","20.7","7","4","1","0","3",""
"62","1","6733","Milano Sud-Est","A ","0","0","","","0","0","0","0","4",""
"63","1","6735","Milano Sud-Est","B ","72,881","25","96","-79.8","2","0","1","0","2",""
"64","1","6769","Milano Sud-Est","B ","69,199","24","89","-122.3","2","1","1","0","2",""
"65","1","6858","Milano Sud-Est","A ","56,555","22","90","-91.2","0","0","1","0","2",""
"66","1","7148","Milano Sud-Est","B ","20,625","11","14","-44.0","0","0","0","0","5",""
"67","1","7173","Milano Sud-Est","B ","66,587","22","94","-31.8","0","1","0","0","3",""
"68","1","7269","Milano Sud-Est","B ","41,236","15","63","31.5","2","2","8","0","2",""
"69","1","7308","Milano Sud-Est","A ","59,605","20","242","162.3","0","0","0","1","2",""
"70","1","7345","Milano Sud-Est","B ","58,625","22","81","-2.2","0","0","1","0","3",""
"71","1","7346","Milano Sud-Est","A ","71,026","25","101","66.2","4","0","0","0","2",""
"72","1","7384","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"73","1","7450","Milano Sud-Est","C","61,182","24","300","50.9","2","0","0","0","2",""
"74","1","7488","Milano Sud-Est","B ","70,713","22","74","-49.5","0","4","1","0","3",""
"75","1","7489","Milano Sud-Est","B ","67,606","23","102","55.7","5","1","3","0","3",""
"76","1","7490","Milano Sud-Est","B ","62,236","23","104","27.8","3","1","1","0","2",""
"77","1","7542","Milano Sud-Est","B ","68,103","24","83","-82.9","0","1","1","0","3",""
"78","1","7555","Milano Sud-Est","B ","45,587","18","71","25.6","5","0","1","0","2",""
"79","1","7631","Milano Sud-Est","B ","59,162","22","97","12.5","7","1","0","0","2",""
"80","1","7635","Milano Sud-Est","B ","0","0","","","0","0","0","0","4",""
"81","1","7826","Milano Sud-Est","A ","17,050","10","27","0.1","1","0","0","0","3",""
"82","1","7961","Milano Sud-Est","B ","61,622","22","96","72.0","3","2","2","0","2",""
"83","1","7974","Milano Sud-Est","B ","36,317","15","70","40.3","1","0","1","0","2",""
"84","1","8004","Milano Sud-Est","B ","55,589","18","89","15.8","4","0","6","0","2",""
"85","1","8013","Milano Sud-Est","A ","48,575","23","103","-24.2","6","1","0","0","2",""
"86","1","8014","Milano Sud-Est","B ","0","0","","","0","0","0","0","4",""
"87","1","8015","Milano Sud-Est","A ","39,774","22","100","-38.7","2","2","0","0","2",""
"88","1","8019","Milano Sud-Est","B ","75,364","23","100","47.0","8","1","0","0","3",""
"89","1","8033","Milano Sud-Est","B ","57,552","21","86","25.4","3","1","0","0","3",""
"90","1","8034","Milano Sud-Est","B ","56,426","20","81","76.3","3","1","2","0","2",""
"91","1","8084","Milano Sud-Est","B ","62,035","21","71","13.8","2","1","0","0","2",""
"92","1","8305","Milano Sud-Est","B ","61,744","22","106","48.9","3","1","4","0","3",""
"93","1","8529","Milano Sud-Est","C","57,936","19","168","127.1","1","0","0","0","2",""
"94","1","8538","Milano Sud-Est","B ","55,747","23","85","48.6","2","3","1","1","4",""
"95","1","8564","Milano Sud-Est","B ","75,338","23","109","38.6","1","1","3","0","2",""
"96","1","8565","Milano Sud-Est","B ","44,652","15","60","90.7","8","1","2","0","3",""
"97","1","8566","Milano Sud-Est","B ","21,463","8","26","-10.3","1","1","0","0","3",""
"98","1","8659","Milano Sud-Est","B ","62,116","21","83","92.8","3","0","5","2","2",""
"99","1","8667","Milano Sud-Est","B ","71,397","23","101","-31.7","7","1","1","0","2",""
"100","1","8927","Milano Sud-Est","B ","56,666","20","77","92.6","3","4","0","0","3",""
"101","1","8928","Milano Sud-Est","C","51,045","19","135","94.7","1","0","1","0","2",""
"102","1","8956","Milano Sud-Est","B ","60,782","19","78","-22.6","0","0","4","0","2",""
"103","1","8957","Milano Sud-Est","B ","77,335","24","105","26.5","5","2","4","0","2",""
"104","1","8965","Milano Sud-Est","B ","56,521","22","108","81.3","24","3","3","0","2",""
"105","1","8966","Milano Sud-Est","B ","53,365","17","74","23.2","2","0","5","1","2",""
"106","1","8988","Milano Sud-Est","B ","59,751","22","86","99.5","5","5","6","3","2",""
"107","1","8997","Milano Sud-Est","B ","67,120","24","92","32.5","5","1","1","0","3",""
"108","1","8998","Milano Sud-Est","B ","39,885","16","76","72.7","5","1","0","1","3",""
"109","1","9015","Milano Sud-Est","B ","49,888","20","97","108.4","1","0","0","0","2",""
"110","1","9016","Milano Sud-Est","A ","22,928","10","44","138.4","1","1","2","0","2",""
"111","1","9017","Milano Sud-Est","A ","49,240","20","84","122.1","1","0","2","0","2",""
"112","1","9018","Milano Sud-Est","A ","42,401","15","131","55.5","1","0","1","0","3",""
"113","1","9082","Milano Sud-Est","B ","5,323","2","7","168.0","0","0","0","0","2",""
"114","1","9083","Milano Sud-Est","B ","3,249","2","6","103.0","0","0","0","0","5",""
"115","1","9084","Milano Sud-Est","B ","7,507","2","15","275.5","0","0","0","0","5",""
"116","1","9085","Milano Sud-Est","B ","4,839","2","12","428.0","2","0","0","0","3",""
"117","1","9086","Milano Sud-Est","A ","6,205","2","19","166.5","0","0","0","0","2",""
"118","1","9155","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"119","1","9156","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"120","1","9157","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"121","2","1381","Milano Sud-Est","A ","29,861","16","49","-54.3","0","0","0","0","2",""
"122","2","1464","Milano Sud-Est","A ","39,075","24","69","-23.8","2","0","1","0","2",""
"123","2","1501","Milano Sud-Est","A ","20,863","9","14","-21.9","0","0","0","0","4",""
"124","2","2007","Milano Sud-Est","A ","28,483","10","39","-16.3","3","0","0","0","2",""
"125","2","2242","Milano Sud-Est","B ","56,320","23","101","71.7","3","0","3","0","3",""
"126","2","2399","Milano Sud-Est","A ","27,988","12","28","-6.7","1","0","0","0","3",""
"127","2","2529","Milano Sud-Est","A ","26,640","15","34","-182.3","1","0","0","0","2",""
"128","2","2657","Milano Sud-Est","A ","34,060","13","54","-78.9","1","0","0","0","2",""
"129","2","2884","Milano Sud-Est","A ","45,640","20","76","-65.2","0","0","1","0","2",""
"130","2","2914","Milano Sud-Est","A ","12,551","6","12","219.3","0","0","0","0","2",""
"131","2","2971","Milano Sud-Est","A ","4,470","2","7","133.5","0","0","0","0","2",""
"132","2","3433","Milano Sud-Est","A ","48,077","23","88","79.6","2","0","2","0","3",""
"133","2","3457","Milano Sud-Est","A ","18,712","12","36","93.0","3","0","1","0","3",""
"134","2","3461","Milano Sud-Est","A ","17,745","13","21","-66.0","0","0","0","0","5",""
"135","2","3590","Milano Sud-Est","A ","46,882","23","82","-114.7","2","1","3","0","3",""
"136","2","3620","Milano Sud-Est","A ","36,873","23","45","32.7","2","0","0","1","2",""
"137","2","3637","Milano Sud-Est","A ","52,819","24","91","-73.2","2","0","0","0","4",""
"138","2","3671","Milano Sud-Est","A ","46,161","20","77","162.8","2","0","0","0","3",""
"139","2","3726","Milano Sud-Est","A ","28,761","12","24","-83.8","4","0","0","0","3",""
"140","2","3911","Milano Sud-Est","A ","56,798","23","84","-77.5","4","0","1","0","3",""
"141","2","3992","Milano Sud-Est","A ","39,545","16","55","-35.5","3","1","1","0","3",""
"142","2","4059","Milano Sud-Est","B ","60,562","22","82","-14.2","0","0","0","0","5",""
"143","2","4094","Milano Sud-Est","A ","52,935","18","82","-40.6","2","2","0","0","3",""
"144","2","4096","Milano Sud-Est","A ","39,445","24","81","-183.0","0","1","0","1","3",""
"145","2","4144","Milano Sud-Est","A ","66,043","23","83","-61.4","0","0","1","0","2",""
"146","2","4267","Milano Sud-Est","A ","43,302","22","67","-48.9","7","0","0","0","4",""
"147","2","4271","Milano Sud-Est","A ","42,578","24","88","-103.4","1","4","1","0","2",""
"148","2","4277","Milano Sud-Est","A ","60,010","24","82","35.7","2","0","0","0","4",""
"149","2","4680","Milano Sud-Est","A ","23,215","17","84","-96.3","1","0","3","0","4",""
"150","2","4776","Milano Sud-Est","A ","14,596","6","12","-61.8","2","0","0","0","4",""
"151","2","4848","Milano Sud-Est","A ","30,138","13","30","-28.5","1","0","2","0","2",""
"152","2","4868","Milano Sud-Est","B ","43,838","22","80","-10.2","2","4","1","0","2",""
"153","2","4945","Milano Sud-Est","B ","54,777","17","64","-21.6","2","0","2","0","3",""
"154","2","4973","Milano Sud-Est","A ","66,368","23","69","-130.2","1","1","0","0","2",""
"155","2","5022","Milano Sud-Est","B ","35,592","21","75","-117.6","4","0","2","0","2",""
"156","2","5151","Milano Sud-Est","A ","26,861","13","33","-83.7","0","3","0","0","3",""
"157","2","5154","Milano Sud-Est","A ","63,117","23","95","-70.1","2","1","1","0","2",""
"158","2","5507","Milano Sud-Est","B ","62,895","22","76","-61.4","2","1","1","0","3",""
"159","2","5550","Milano Sud-Est","A ","33,061","23","90","-42.4","0","0","1","0","3",""
"160","2","5581","Milano Sud-Est","B ","46,322","22","54","-81.8","3","0","0","0","3",""
"161","2","5643","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"162","2","5788","Milano Sud-Est","A ","35,280","18","35","-38.0","2","1","0","0","4",""
"163","2","5834","Milano Sud-Est","B ","51,461","20","71","56.8","0","2","0","0","3",""
"164","2","5868","Milano Sud-Est","B ","57,155","23","94","120.5","4","0","3","1","2",""
"165","2","5940","Milano Sud-Est","C","57,268","22","266","-0.8","1","0","0","0","3",""
"166","2","6006","Milano Sud-Est","B ","54,642","23","90","-81.7","0","0","3","0","3",""
"167","2","6013","Milano Sud-Est","A ","57,126","23","77","-19.9","5","2","1","0","2",""
"168","2","6021","Milano Sud-Est","B ","58,979","22","90","76.2","3","0","7","0","3",""
"169","2","6058","Milano Sud-Est","B ","58,997","22","80","40.0","1","0","1","0","2",""
"170","2","6061","Milano Sud-Est","B ","42,996","15","56","32.8","1","0","6","0","4",""
"171","2","6101","Milano Sud-Est","B ","57,877","23","98","-78.4","2","0","0","0","3",""
"172","2","6162","Milano Sud-Est","A ","57,083","24","111","-119.1","1","3","2","1","2",""
"173","2","6437","Milano Sud-Est","A ","52,951","23","89","-100.9","2","0","3","0","2",""
"174","2","6487","Milano Sud-Est","B ","65,724","22","85","-43.7","1","2","2","0","4",""
"175","2","6488","Milano Sud-Est","A ","50,791","23","98","78.3","7","0","1","0","2",""
"176","2","6524","Milano Sud-Est","B ","61,757","22","93","30.4","6","0","3","0","3",""
"177","2","6550","Milano Sud-Est","B ","63,301","22","91","32.0","0","1","0","0","2",""
"178","2","6578","Milano Sud-Est","A ","38,290","16","47","69.6","3","1","1","0","2",""
"179","2","6579","Milano Sud-Est","A ","57,548","23","81","5.7","4","5","4","0","3",""
"180","2","6730","Milano Sud-Est","B ","64,506","22","81","61.6","8","0","0","0","3",""
"181","2","6733","Milano Sud-Est","A ","0","0","","","0","0","0","0","5",""
"182","2","6735","Milano Sud-Est","B ","56,145","22","93","-36.6","0","1","0","1","4",""
"183","2","6769","Milano Sud-Est","B ","57,973","19","74","-113.8","0","0","0","1","2",""
"184","2","6858","Milano Sud-Est","A ","49,310","22","85","-58.6","1","4","1","1","4",""
"185","2","7148","Milano Sud-Est","A ","25,103","9","20","23.6","1","0","2","0","3",""
"186","2","7173","Milano Sud-Est","B ","60,470","23","114","-18.0","2","1","0","0","3",""
"187","2","7269","Milano Sud-Est","B ","11,904","3","4","29.5","0","0","0","0","2",""
"188","2","7308","Milano Sud-Est","A ","11,935","4","38","151.0","0","0","0","0","2",""
"189","2","7345","Milano Sud-Est","B ","58,356","22","63","-1.3","0","0","1","0","3",""
"190","2","7346","Milano Sud-Est","A ","21,580","6","18","149.2","2","0","0","0","4",""
"191","2","7450","Milano Sud-Est","C","62,003","24","320","53.2","0","0","0","0","2",""
"192","2","7488","Milano Sud-Est","B ","59,003","22","91","-20.4","4","0","1","1","2",""
"193","2","7489","Milano Sud-Est","B ","44,769","13","48","151.7","4","0","2","0","2",""
"194","2","7490","Milano Sud-Est","B ","29,815","11","39","68.9","0","0","0","0","5",""
"195","2","7542","Milano Sud-Est","B ","57,790","19","77","-56.9","2","0","0","0","2",""
"196","2","7555","Milano Sud-Est","B ","57,752","20","102","47.6","0","0","0","0","5",""
"197","2","7631","Milano Sud-Est","B ","67,741","23","90","5.8","0","0","0","0","2",""
"198","2","7635","Milano Sud-Est","B ","6,683","2","10","-4.0","5","0","0","0","3",""
"199","2","7826","Milano Sud-Est","A ","33,810","17","52","4.6","2","0","0","0","2",""
"200","2","7961","Milano Sud-Est","B ","61,263","22","102","31.7","12","2","1","0","3",""
"201","2","7974","Milano Sud-Est","B ","55,863","20","70","17.6","7","1","13","0","2",""
"202","2","8004","Milano Sud-Est","B ","65,383","23","85","-97.5","1","0","4","0","4",""
"203","2","8013","Milano Sud-Est","A ","45,361","22","75","-34.8","7","0","0","0","2",""
"204","2","8014","Milano Sud-Est","B ","49,940","22","93","77.8","5","1","4","0","4",""
"205","2","8015","Milano Sud-Est","A ","52,222","22","84","-87.0","1","1","3","1","4",""
"206","2","8019","Milano Sud-Est","B ","55,962","20","66","49.6","2","0","1","0","3",""
"207","2","8033","Milano Sud-Est","B ","13,062","6","24","64.3","0","0","0","0","5",""
"208","2","8034","Milano Sud-Est","B ","66,477","22","88","131.1","7","0","0","0","2",""
"209","2","8084","Milano Sud-Est","B ","51,197","21","77","-11.8","1","0","2","0","2",""
"210","2","8305","Milano Sud-Est","B ","53,072","18","66","44.7","5","4","0","0","2",""
"211","2","8529","Milano Sud-Est","C","44,868","17","69","90.9","3","3","2","2","4",""
"212","2","8538","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"213","2","8564","Milano Sud-Est","B ","75,106","23","81","-67.8","4","2","1","0","3",""
"214","2","8565","Milano Sud-Est","B ","65,036","22","98","68.5","2","2","2","0","3",""
"215","2","8566","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"216","2","8659","Milano Sud-Est","B ","59,715","23","87","81.6","9","2","5","0","4",""
"217","2","8667","Milano Sud-Est","B ","63,309","24","100","-109.2","0","3","0","0","2",""
"218","2","8927","Milano Sud-Est","B ","47,355","20","78","72.8","1","0","2","0","3",""
"219","2","8928","Milano Sud-Est","C","55,563","20","79","111.5","5","1","4","1","4",""
"220","2","8956","Milano Sud-Est","B ","67,352","24","93","25.0","3","0","1","0","2",""
"221","2","8957","Milano Sud-Est","B ","75,474","22","92","38.3","5","2","5","0","2",""
"222","2","8965","Milano Sud-Est","B ","57,317","20","84","46.1","5","2","4","0","2",""
"223","2","8966","Milano Sud-Est","B ","77,136","20","101","36.5","7","1","4","0","2",""
"224","2","8988","Milano Sud-Est","B ","60,394","23","99","156.6","3","0","1","0","2",""
"225","2","8997","Milano Sud-Est","B ","73,826","24","112","14.3","1","0","2","0","4",""
"226","2","8998","Milano Sud-Est","B ","0","0","","","0","0","0","0","5",""
"227","2","9015","Milano Sud-Est","B ","9,627","3","15","171.7","0","2","0","0","3",""
"228","2","9016","Milano Sud-Est","A ","24,798","10","78","210.9","1","0","0","0","4",""
"229","2","9017","Milano Sud-Est","A ","58,754","23","89","97.3","13","0","0","0","3",""
"230","2","9018","Milano Sud-Est","A ","21,126","8","69","55.4","0","0","0","0","2",""
"231","2","9082","Milano Sud-Est","B ","46,348","21","92","86.5","2","1","1","0","4",""
"232","2","9083","Milano Sud-Est","B ","42,988","17","73","124.1","0","1","2","1","3",""
"233","2","9084","Milano Sud-Est","B ","56,650","22","101","142.6","2","4","1","0","3",""
"234","2","9085","Milano Sud-Est","B ","43,446","19","74","185.7","0","0","0","0","5",""
"235","2","9086","Milano Sud-Est","A ","47,523","19","157","218.3","2","0","1","1","2",""
"236","2","9155","Milano Sud-Est","B ","16,295","6","21","113.0","3","1","0","0","3",""
"237","2","9156","Milano Sud-Est","B ","22,279","8","29","85.2","0","0","0","0","5",""
"238","2","9157","Milano Sud-Est","B ","16,760","7","27","93.7","1","0","0","0","3",""
"239","3","1381","Milano Sud-Est","A ","54,030","27","76","-73.4","0","2","0","0","3",""
"240","3","1464","Milano Sud-Est","A ","53,757","23","67","-39.7","1","1","1","0","2",""
"241","3","1501","Milano Sud-Est","A ","28,100","15","30","-123.4","0","0","1","0","2",""
"242","3","2007","Milano Sud-Est","A ","0","0","","","0","0","0","0","5",""
"243","3","2242","Milano Sud-Est","B ","57,046","26","94","9.9","7","3","12","0","2",""
"244","3","2399","Milano Sud-Est","A ","9,489","5","9","-69.0","0","0","0","1","3",""
"245","3","2529","Milano Sud-Est","A ","23,774","8","23","-100.6","0","0","0","0","2",""
"246","3","2657","Milano Sud-Est","A ","47,711","21","67","-74.2","3","3","1","0","4",""
"247","3","2884","Milano Sud-Est","A ","29,551","11","34","-88.9","1","0","3","0","2",""
"248","3","2914","Milano Sud-Est","A ","12,380","7","18","-15.3","0","0","0","0","2",""
"249","3","2971","Milano Sud-Est","A ","0","0","","","0","0","0","0","2",""
"250","3","3433","Milano Sud-Est","A ","60,151","25","91","-39.5","5","1","4","0","3",""
"251","3","3457","Milano Sud-Est","A ","0","0","","","0","0","0","0","5",""
"252","3","3461","Milano Sud-Est","A ","17,157","12","19","-55.0","0","0","0","0","5",""
"253","3","3590","Milano Sud-Est","A ","46,015","20","68","-97.4","0","1","1","1","3",""
"254","3","3620","Milano Sud-Est","A ","24,630","23","39","-4.7","3","0","1","0","3",""
"255","3","3637","Milano Sud-Est","A ","67,803","26","81","-68.6","3","3","2","0","3",""
"256","3","3671","Milano Sud-Est","A ","52,566","25","79","127.8","1","0","0","0","3",""
"257","3","3726","Milano Sud-Est","A ","21,044","13","23","-48.7","1","0","0","0","3",""
"258","3","3911","Milano Sud-Est","A ","45,115","17","57","-127.0","5","0","2","0","2",""
"259","3","3992","Milano Sud-Est","A ","63,178","26","72","-39.8","5","1","2","0","3",""
"260","3","4059","Milano Sud-Est","B ","53,875","25","88","-19.3","0","0","1","0","2",""
"261","3","4094","Milano Sud-Est","A ","62,707","24","75","-65.8","1","1","0","0","2",""
"262","3","4096","Milano Sud-Est","A ","68,870","27","81","-132.0","6","4","1","0","4",""
"263","3","4144","Milano Sud-Est","A ","39,247","14","48","-141.3","0","1","1","0","2",""
"264","3","4267","Milano Sud-Est","A ","59,640","25","74","-81.1","3","2","3","0","2",""
"265","3","4271","Milano Sud-Est","A ","51,562","26","88","-104.5","1","1","3","0","3",""
"266","3","4277","Milano Sud-Est","A ","51,001","21","65","38.9","3","0","0","0","2",""
"267","3","4680","Milano Sud-Est","A ","31,687","22","81","-147.1","1","0","1","0","4",""
"268","3","4776","Milano Sud-Est","A ","63,320","27","94","-65.4","5","1","1","0","2",""
"269","3","4848","Milano Sud-Est","A ","19,892","13","23","-41.9","1","4","1","0","2",""
"270","3","4868","Milano Sud-Est","B ","70,875","27","90","-8.3","2","1","0","0","3",""
"271","3","4945","Milano Sud-Est","B ","58,302","23","62","-26.5","1","1","2","0","2",""
"272","3","4973","Milano Sud-Est","A ","62,956","27","89","-123.1","4","0","7","1","3",""
"273","3","5022","Milano Sud-Est","B ","44,442","24","95","-59.4","7","0","2","0","4",""
"274","3","5151","Milano Sud-Est","A ","16,524","13","27","-40.3","5","0","0","0","4",""
"275","3","5154","Milano Sud-Est","A ","63,824","27","114","-69.3","2","2","5","0","3",""
"276","3","5155","Milano Sud-Est","B ","48,505","23","91","-34.8","3","1","2","0","3",""
"277","3","5507","Milano Sud-Est","B ","67,918","26","74","-71.0","3","0","1","0","3",""
"278","3","5550","Milano Sud-Est","A ","47,029","25","79","-97.5","1","3","0","0","2",""
"279","3","5581","Milano Sud-Est","B ","52,902","26","49","-58.1","5","1","2","0","2",""
"280","3","5788","Milano Sud-Est","A ","32,521","13","23","-53.3","5","3","4","0","2",""
"281","3","5834","Milano Sud-Est","B ","59,072","24","88","-14.7","2","1","0","2","2",""
"282","3","5868","Milano Sud-Est","B ","57,558","22","91","18.6","1","1","0","0","2",""
"283","3","5940","Milano Sud-Est","C","54,651","22","286","1.0","4","0","0","0","2",""
"284","3","6006","Milano Sud-Est","B ","74,498","27","102","-53.2","0","0","1","0","2",""
"285","3","6013","Milano Sud-Est","A ","53,116","26","97","-65.0","3","1","3","0","2",""
"286","3","6021","Milano Sud-Est","B ","40,176","24","82","33.3","3","0","0","0","2",""
"287","3","6058","Milano Sud-Est","B ","58,037","27","93","10.4","3","2","0","0","2",""
"288","3","6061","Milano Sud-Est","B ","51,551","21","72","-66.4","0","2","0","0","2",""
"289","3","6101","Milano Sud-Est","B ","77,300","27","103","-90.9","3","1","4","1","3",""
"290","3","6162","Milano Sud-Est","A ","61,779","27","89","-129.6","4","2","7","0","2",""
"291","3","6487","Milano Sud-Est","B ","0","0","","","0","0","0","0","4",""
"292","3","6488","Milano Sud-Est","A ","55,830","26","108","57.8","2","0","0","0","3",""
"293","3","6524","Milano Sud-Est","B ","47,421","24","84","-7.8","4","0","2","0","2",""
"294","3","6550","Milano Sud-Est","B ","66,966","26","79","-16.5","1","1","2","0","2",""
"295","3","6553","Milano Sud-Est","C","0","0","","","0","0","0","0","5",""
"296","3","6578","Milano Sud-Est","A ","27,415","12","38","27.0","1","0","0","0","2",""
"297","3","6579","Milano Sud-Est","A ","71,825","26","89","-33.6","2","0","0","0","4",""
"298","3","6730","Milano Sud-Est","B ","60,097","24","93","14.0","1","1","0","0","2",""
"299","3","6733","Milano Sud-Est","A ","49,776","23","89","-20.5","1","0","9","0","3",""
"300","3","6734","Milano Sud-Est","C","0","0","","","0","0","0","0","4",""
"301","3","6735","Milano Sud-Est","B ","62,467","26","71","-102.2","0","0","2","0","2",""
"302","3","6769","Milano Sud-Est","B ","64,871","26","96","-146.8","0","0","2","0","2",""
